p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
90000,300,1,100,1000000,1000000,0,0,1000000,0,0
90000,1,300,100,1000000,1000000,0,0,1000000,0,0
300,90000,1,100,1000000,1000000,0,0,1000000,0,0
300,1,90000,100,1000000,1000000,0,0,1000000,0,0
1,90000,300,100,1000000,1000000,0,0,1000000,0,0
1,300,90000,100,1000000,1000000,0,0,1000000,0,0
p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
90000,300,1,100,1000000,10000,0,0,10000,0,0
90000,1,300,100,1000000,10000,0,0,10000,0,0
300,90000,1,100,1000000,10000,0,0,10000,0,0
300,1,90000,100,1000000,10000,0,0,10000,0,0
1,90000,300,100,1000000,10000,0,0,10000,0,0
1,300,90000,100,1000000,10000,0,0,10000,0,0
p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
2,300,1,100,1000000,20000,0,0,20000,0,0
2,1,300,100,1000000,596,19404,1.9404,596,19404,1.9404
300,2,1,100,1000000,20000,0,0,20000,0,0
300,1,2,100,1000000,10200,9800,0.98,10200,9800,0.98
1,2,300,100,1000000,596,19404,1.9404,596,19404,1.9404
1,300,2,100,1000000,10200,9800,0.98,10200,9800,0.98
